Restaurant_ID,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability
RES001851,7.05,4.85,0.23,84,79,1.93,0.75,0.074,True
RES001852,6.24,4.71,0.89,19,19,2.04,14.41,0.007,False
RES001854,7.45,0.91,0.38,28,31,2.13,8.23,0.095,True
RES001855,5.96,1.64,0.46,36,45,1.21,19.47,0.051,True
RES001856,1.42,2.26,1.84,25,21,2.45,7.52,0.054,True
RES001857,5.61,3.51,0.42,21,23,1.77,10.36,0.043,False
RES001858,3.13,0.99,1.98,60,55,1.36,23.81,0.074,False
RES001861,1.26,4.49,1.49,72,79,1.57,22.78,0.037,True
RES001863,6.14,3.45,0.33,82,84,2.04,14.22,0.098,False
RES001865,7.97,1.42,0.94,81,80,2.05,10.49,0.086,True
RES001868,2.12,1.83,1.75,73,75,1.71,16.26,0.078,False
RES001870,9.25,0.86,0.15,31,31,1.81,13.52,0.034,False
RES001871,9.97,0.18,0.54,30,29,1.89,16.91,0.077,False
RES001872,0.32,2.78,1.08,69,77,1.19,6.93,0.066,True
RES001873,6.66,0.47,0.87,58,62,1.85,5.87,0.067,False
RES001874,0.4,2.08,0.77,48,49,1.21,15.7,0.068,False
RES001875,5.59,0.61,0.25,82,91,2.28,4.07,0.002,False
RES001876,1.12,2.12,0.73,40,42,1.74,6.23,0.008,True
RES001879,8.2,3.92,0.1,41,48,1.76,11.56,0.001,False
RES001881,6.48,2.04,0.44,63,73,1.4,17.07,0.076,True
RES001883,4.46,1.52,1.04,24,31,1.81,14.46,0.037,False
RES001884,0.42,4.88,0.24,60,55,2.37,21.99,0.04,True
RES001887,5.67,4.32,0.64,51,50,1.52,10.77,0.047,True
RES001888,1.25,3.07,1.17,66,70,2.12,8.01,0.003,True
RES001889,0.24,3.79,1.35,87,91,1.54,8.88,0.089,False
RES001890,5.75,2.31,1.1,68,72,1.03,14.6,0.076,True
RES001891,1.15,2.09,1.4,90,100,1.73,24.64,0.097,True
RES001892,3.09,3.2,0.77,15,11,1.55,7.28,0.02,False
RES001894,8.19,0.85,0.56,89,92,1.5,2.03,0.02,False
RES001895,2.97,2.07,1.25,31,29,2.42,8.72,0.027,True
RES001896,5.32,4.32,1.44,32,29,2.03,14.32,0.006,False
RES001897,4.07,1.18,0.4,82,79,1.05,20.78,0.079,True
RES001902,1.19,4.42,1.26,82,84,1.57,2.84,0.06,True
RES001904,2.2,2.84,1.61,57,65,1.18,12.58,0.031,False
RES001905,1.97,3.69,0.16,15,22,1.77,11.93,0.072,True
RES001906,8.32,3.82,0.47,57,60,2.05,5.64,0.092,True
RES001907,9.79,0.38,1.7,33,39,1.25,8.33,0.014,False
RES001909,0.1,2.48,0.24,56,57,1.21,7.79,0.097,False
RES001912,4.1,4.24,0.03,48,49,2.25,16.13,0.087,False
RES001915,9.75,2.55,1.8,83,83,1.2,1.72,0.098,True
RES001916,8.07,3.93,0.48,30,27,2.17,9.94,0.013,False
RES001917,4.39,4.84,0.32,34,40,2.13,9.36,0.045,False
RES001918,0.65,2.82,1.93,61,68,1.51,15.48,0.072,False
RES001919,9.01,3.3,1.36,62,66,1.04,23.94,0.031,False
RES001920,3.98,3.62,1.3,37,38,1.97,10.91,0.06,False
RES001921,0.78,0.66,1.97,63,68,1.62,22.3,0.005,False
RES001922,7.22,3.91,1.2,18,26,2.4,20.14,0.01,True
RES001923,9.19,0.16,1.38,21,19,1.31,9.55,0.087,False
RES001924,8.75,1.34,0.43,23,30,1.69,12.62,0.024,True
RES001925,2.75,2.32,1.55,71,74,2.38,21.82,0.086,False
RES001926,4.6,0.72,0.98,86,94,2.11,24.81,0.05,False
RES001927,0.31,0.19,1.49,71,74,1.52,9.97,0.077,True
RES001928,0.59,4.66,0.5,15,25,1.55,24.12,0.058,False
RES001929,5.17,1.94,0.72,44,49,1.06,13.72,0.059,True
RES001933,8.31,3.33,0.46,72,70,1.86,17.51,0.057,False
RES001934,9.22,4.37,0.76,61,61,1.13,14.19,0.048,True
RES001935,4.99,4.94,1.24,46,45,1.32,10.04,0.079,False
RES001936,0.26,1.64,0.94,39,47,1.3,17.19,0.014,False
RES001938,0.86,0.52,0.03,55,61,1.95,17.05,0.002,False
RES001939,7.36,1.35,1.71,84,88,1.28,11.96,0.017,False
RES001940,0.7,0.76,0.72,79,85,1.55,8.69,0.011,False
RES001941,9.11,0.41,0.11,83,84,1.78,8.48,0.054,False
RES001942,6.25,1.46,0.42,18,17,1.57,3.58,0.068,False
RES001943,3.0,3.38,1.31,72,72,1.73,13.74,0.061,True
RES001945,4.0,0.45,0.11,23,22,1.47,15.64,0.089,True
RES001946,5.96,2.07,1.0,73,74,1.52,20.86,0.087,True
RES001947,2.05,3.05,0.09,40,49,1.21,24.33,0.006,False
RES001948,8.85,2.21,0.47,80,81,1.9,14.39,0.042,False
RES001949,7.92,2.45,1.71,85,89,2.13,0.42,0.08,True
RES001950,5.25,4.04,1.25,47,52,1.37,4.52,0.036,False
RES001951,6.12,1.32,0.04,29,29,1.76,6.11,0.085,True
RES001954,3.56,2.02,0.64,16,16,1.79,2.18,0.003,True
RES001955,9.68,3.5,0.27,47,44,2.11,8.41,0.041,True
RES001956,8.09,3.59,0.02,89,99,1.07,12.31,0.076,False
RES001957,1.9,2.77,0.05,54,55,2.26,23.18,0.091,True
RES001960,8.24,3.32,0.05,88,83,1.48,21.12,0.09,True
RES001961,9.68,4.91,1.43,60,65,2.0,10.05,0.058,False
RES001962,2.85,4.68,0.02,34,43,1.71,0.55,0.034,True
RES001965,6.0,2.81,0.83,49,56,2.28,0.03,0.052,False
RES001967,8.42,2.96,0.44,75,81,1.33,9.41,0.005,False
RES001969,7.98,4.87,1.38,27,30,1.47,7.51,0.095,True
RES001972,9.79,4.93,1.97,63,63,2.48,19.57,0.022,False
RES001973,3.63,3.18,1.55,31,35,2.0,16.62,0.059,False
RES001974,8.16,3.53,1.95,40,47,1.19,2.92,0.027,False
RES001975,2.14,4.83,0.86,77,80,1.89,12.26,0.007,True
RES001978,6.79,1.76,1.12,84,83,2.1,18.37,0.089,False
RES001979,6.38,1.57,0.9,29,34,1.93,4.1,0.051,False
RES001980,1.22,0.52,0.23,29,36,1.02,1.46,0.038,True
RES001981,8.84,2.17,0.56,26,32,1.48,23.1,0.097,False
RES001984,7.05,4.15,0.93,28,24,1.39,4.98,0.095,False
RES001985,5.81,4.26,0.77,70,79,1.14,24.54,0.063,True
RES001986,6.5,3.45,0.66,83,87,1.08,6.05,0.067,False
RES001987,1.48,1.6,1.62,83,92,1.21,16.15,0.004,True
RES001988,6.75,2.38,0.57,23,31,1.42,0.63,0.068,False
RES001989,5.99,2.51,1.3,58,60,1.93,0.47,0.071,True
RES001991,3.82,0.79,0.33,27,31,2.19,6.88,0.035,True
RES001992,7.05,3.69,1.5,23,33,1.85,10.42,0.001,True
RES001996,3.69,0.14,1.38,89,85,1.21,17.74,0.065,True
RES001997,6.42,4.66,1.04,62,59,1.75,24.08,0.064,False
RES002002,9.51,1.58,0.0,69,71,2.17,20.96,0.041,False
RES002003,9.59,3.81,0.14,25,21,2.09,11.16,0.08,True
RES002004,4.15,1.41,0.44,67,71,2.0,19.08,0.09,False
RES002005,4.83,3.21,0.14,34,39,1.14,6.7,0.081,False
RES002008,8.9,3.44,1.73,35,30,2.05,14.41,0.045,True
RES002009,1.5,3.81,1.55,63,65,1.96,10.09,0.076,True
RES002011,8.89,2.28,0.63,82,84,1.46,24.3,0.076,False
RES002013,8.19,4.28,1.0,51,55,1.99,18.09,0.019,True
RES002014,4.21,3.72,1.61,63,69,1.73,17.01,0.022,True
RES002016,8.83,2.27,1.87,41,51,1.5,17.75,0.013,True
RES002017,2.25,4.51,0.95,57,63,2.07,16.83,0.076,False
RES002018,8.89,1.17,0.45,16,26,1.56,7.21,0.021,True
RES002019,5.91,1.57,0.68,85,83,2.48,7.47,0.054,False
RES002020,3.26,2.39,1.95,39,41,1.19,17.1,0.057,True
RES002022,0.2,3.97,0.08,36,42,1.94,4.81,0.095,False
RES002023,5.3,3.56,0.05,33,39,2.49,9.91,0.058,False
RES002024,4.0,1.2,1.47,75,83,1.08,24.0,0.047,True
RES002025,4.09,2.79,1.16,74,77,1.23,23.33,0.033,True
RES002026,4.21,3.72,0.54,68,66,1.21,0.97,0.068,False
RES002027,9.07,2.41,1.15,61,60,2.18,1.95,0.031,True
RES002029,3.8,1.44,0.32,74,75,1.2,12.58,0.09,True
RES002031,7.12,4.05,0.78,37,45,1.82,12.99,0.039,False
RES002032,6.93,3.25,0.7,26,30,2.23,13.46,0.089,True
RES002034,7.92,3.33,1.32,30,35,1.38,8.33,0.009,False
RES002036,4.83,2.14,0.51,26,26,1.52,13.9,0.015,False
RES002037,7.23,4.15,1.75,67,77,2.27,0.05,0.001,False
RES002042,0.83,1.1,1.09,53,51,1.97,9.88,0.096,False
RES002043,3.14,1.22,1.25,30,40,1.96,9.74,0.019,False
RES002044,1.94,1.7,0.2,17,13,1.84,11.61,0.047,True
RES002045,8.91,2.77,1.76,26,27,1.28,20.6,0.022,False
RES002050,4.18,2.65,0.27,23,32,2.42,17.99,0.066,True
RES002052,9.82,2.99,0.45,54,59,1.27,5.21,0.023,False
RES002055,1.19,1.09,0.63,38,43,2.29,18.25,0.087,True
RES002056,3.88,3.01,1.02,56,54,1.68,4.72,0.095,False
RES002057,2.31,0.69,1.2,17,25,1.25,21.73,0.079,False
RES002058,8.73,1.58,0.11,43,53,1.79,14.94,0.018,False
RES002059,8.2,1.71,1.77,89,91,1.49,4.43,0.086,False
RES002060,8.04,3.43,0.33,81,86,1.6,9.45,0.082,True
RES002061,4.44,2.29,1.19,78,74,1.12,6.7,0.092,False
RES002062,6.23,3.07,0.08,39,36,1.18,0.43,0.098,True
RES002063,6.98,3.34,0.71,29,37,2.15,20.44,0.041,True
RES002065,4.68,1.7,1.19,65,71,1.24,2.59,0.027,False
RES002066,8.31,2.94,1.93,50,56,2.2,21.94,0.087,False
RES002068,9.01,1.57,0.15,44,46,1.89,1.96,0.02,False
RES002069,0.3,2.67,0.73,70,73,1.29,8.2,0.094,False
RES002070,4.96,1.58,1.67,86,82,2.01,20.59,0.068,False
RES002072,6.25,3.24,1.63,84,94,1.6,19.07,0.06,False
RES002073,7.11,2.57,1.25,62,62,2.2,18.57,0.015,False
RES002074,7.87,3.19,1.75,24,30,2.32,4.05,0.1,True
RES002075,6.43,4.67,1.62,64,71,1.63,7.43,0.01,False
RES002076,7.24,2.06,1.52,54,60,1.93,8.35,0.034,False
RES002077,1.55,4.01,1.47,66,71,1.74,5.24,0.085,True
RES002078,9.15,3.96,0.41,66,63,2.29,16.0,0.028,True
RES002079,9.67,0.94,0.28,38,48,1.89,7.4,0.045,False
RES002080,7.08,4.55,1.72,29,30,1.16,21.29,0.083,True
RES002081,5.14,1.49,0.8,40,39,1.76,9.72,0.038,False
RES002082,7.97,3.8,1.13,25,21,1.47,24.68,0.004,True
RES002083,0.01,0.75,0.62,64,64,2.37,18.64,0.059,True
RES002084,0.09,2.24,1.12,46,49,2.39,18.67,0.023,False
RES002086,6.65,0.29,1.52,15,24,1.43,7.82,0.005,False
RES002087,1.05,4.65,0.68,44,50,2.44,3.2,0.091,True
RES002088,8.54,3.28,0.73,20,28,1.66,7.31,0.03,False
RES002089,2.96,2.23,0.37,49,47,1.62,7.61,0.044,True
RES002090,8.39,4.82,1.77,72,74,2.08,21.36,0.006,False
RES002091,9.94,2.51,1.91,19,26,1.68,6.34,0.066,False
RES002093,7.11,0.33,1.84,31,36,2.15,5.11,0.093,True
RES002095,4.11,2.76,0.12,23,26,1.27,5.07,0.048,False
RES002097,3.93,1.65,1.4,23,18,2.46,10.33,0.04,True
RES002098,7.86,0.14,1.08,57,66,1.58,8.67,0.038,True
RES002100,6.88,2.86,0.54,35,36,2.18,24.16,0.044,True
RES002101,2.81,2.34,1.07,41,43,1.56,7.6,0.071,False
RES002102,9.56,1.56,1.32,39,43,1.18,5.49,0.046,False
RES002103,5.03,4.87,0.64,76,83,2.31,1.48,0.073,False
RES002105,2.82,1.6,1.49,34,41,1.36,20.91,0.06,False
RES002107,5.7,0.89,0.62,23,32,2.46,2.45,0.031,False
RES002109,9.69,4.53,1.09,23,21,1.1,1.99,0.062,False
RES002110,3.18,1.82,0.44,53,63,1.33,17.56,0.045,False
RES002112,8.55,2.71,1.83,43,53,1.77,3.33,0.039,True
RES002113,4.27,1.42,0.64,84,88,1.68,21.53,0.025,False
RES002114,6.67,3.12,1.01,62,63,2.31,13.76,0.077,False
RES002115,5.99,0.9,1.93,81,82,2.12,19.28,0.07,True
RES002116,8.97,2.77,1.39,31,38,2.04,12.18,0.058,False
RES002117,3.12,2.1,1.32,68,74,2.32,12.66,0.063,False
RES002118,4.58,3.97,1.76,87,89,1.14,18.6,0.056,True
RES002119,8.03,4.53,0.13,86,91,1.41,19.91,0.098,False
RES002120,6.19,0.74,1.14,45,47,1.77,7.41,0.021,True
RES002124,1.66,4.4,1.62,81,87,2.38,11.41,0.099,True
RES002125,8.69,1.37,1.13,52,52,1.48,21.45,0.001,True
RES002128,4.34,0.8,1.55,22,32,1.2,13.79,0.024,True
RES002129,7.08,3.82,1.6,22,19,2.28,2.08,0.081,False
RES002130,5.81,2.73,1.91,82,82,1.82,2.33,0.05,True
RES002135,2.07,2.32,1.87,42,41,1.4,6.14,0.047,True
RES002140,4.49,2.11,1.36,23,18,1.0,2.06,0.08,True
RES002141,8.66,4.56,1.28,80,88,2.12,22.59,0.083,True
RES002142,4.38,0.66,0.9,27,24,2.46,22.0,0.017,True
RES002143,9.15,2.23,1.57,63,59,2.01,9.28,0.062,False
RES002144,0.55,1.21,1.4,19,27,1.62,10.39,0.079,False
RES002145,3.04,1.68,1.53,47,56,2.11,4.03,0.026,False
RES002146,2.03,2.45,1.26,89,88,1.93,15.35,0.017,False
RES002149,5.62,1.43,0.96,16,24,2.05,6.79,0.088,False
RES002150,2.49,3.66,0.08,68,76,1.58,5.75,0.003,True
RES002155,0.92,1.86,1.82,28,30,2.31,18.55,0.048,True
RES002156,2.06,1.61,1.22,48,52,1.0,2.41,0.059,False
RES002157,0.41,0.48,1.19,17,14,1.92,5.43,0.093,True
RES002159,6.47,1.67,0.06,72,72,1.24,4.06,0.057,True
RES002161,6.5,4.8,0.77,19,25,2.13,10.61,0.07,True
RES002162,7.27,4.29,0.8,21,28,1.67,21.66,0.04,False
RES002163,0.73,0.96,0.09,72,68,1.23,19.51,0.008,True
RES002167,8.32,0.13,0.92,44,49,2.1,22.18,0.023,False
RES002168,1.77,4.63,0.09,59,63,2.45,2.18,0.005,False
RES002169,8.16,0.76,0.01,75,85,1.94,22.64,0.033,True
RES002170,7.51,4.39,1.17,26,35,2.14,24.92,0.018,True
RES002173,1.99,2.9,0.13,83,91,1.51,5.65,0.028,False
RES002174,3.62,0.33,1.39,49,50,1.66,22.79,0.087,False
RES002175,6.46,1.2,0.15,37,45,2.05,21.96,0.049,False
RES002177,6.3,3.72,0.67,81,80,1.79,12.43,0.061,False
RES002178,6.18,3.46,0.47,42,52,2.2,17.78,0.014,False
RES002179,8.87,1.61,1.74,19,16,2.43,13.69,0.044,True
RES002181,3.55,4.66,0.82,65,75,1.7,6.64,0.004,True
RES002182,5.76,0.21,0.97,29,24,1.65,4.82,0.056,False
RES002183,7.14,2.67,0.21,30,37,2.29,5.81,0.054,False
RES002184,9.86,0.48,0.96,29,31,1.92,21.66,0.028,False
RES002185,5.25,2.22,0.28,54,52,1.82,0.62,0.017,False
RES002186,3.93,4.81,0.04,44,53,1.09,21.2,0.07,False
RES002187,2.72,0.13,0.55,88,98,2.48,3.85,0.091,False
RES002191,0.55,0.68,0.81,25,33,1.38,9.73,0.005,False
RES002192,6.26,2.0,0.41,60,60,2.38,16.2,0.069,False
RES002193,2.2,3.72,0.59,36,42,1.53,0.85,0.049,False
RES002194,6.56,1.94,1.17,88,83,1.59,11.19,0.023,True
RES002195,8.02,1.69,1.54,58,54,2.45,12.87,0.083,False
RES002196,5.12,3.22,0.65,19,22,2.07,3.02,0.012,True
RES002197,5.07,4.28,1.3,19,18,1.81,17.78,0.031,False
RES002198,8.34,2.93,0.01,52,49,1.86,8.28,0.029,False
RES002199,5.37,4.53,1.57,83,83,2.2,21.81,0.053,False
RES002202,2.35,2.48,1.97,40,42,1.97,17.15,0.024,True
RES002205,9.93,0.13,1.17,52,52,1.8,22.96,0.01,True
RES002206,0.3,2.26,0.53,33,31,1.96,21.77,0.093,False
RES002208,4.41,2.72,0.88,21,27,2.46,17.69,0.028,True
RES002209,4.21,3.51,0.74,36,43,1.14,8.68,0.027,True
RES002210,1.02,1.62,0.83,32,30,1.65,3.03,0.041,False
RES002212,4.61,0.04,1.25,82,77,1.9,21.04,0.059,False
RES002215,3.19,2.57,1.24,90,99,1.25,3.48,0.029,False
RES002216,0.91,0.41,0.78,58,64,1.82,20.35,0.033,False
RES002218,8.46,3.13,0.32,28,25,1.9,0.6,0.089,False
RES002219,4.03,2.38,1.38,15,18,1.94,17.42,0.091,True
RES002220,2.43,1.57,0.36,31,26,2.0,10.54,0.076,False
RES002221,0.32,1.45,1.86,38,46,2.36,21.73,0.075,False
RES002222,4.06,0.37,0.05,24,30,1.2,9.7,0.062,False
RES002223,7.75,4.68,1.58,84,90,1.85,21.25,0.073,False
RES002227,0.02,1.31,1.75,51,48,1.34,19.8,0.098,False
RES002229,1.18,4.67,0.76,17,26,1.91,22.55,0.005,False
RES002230,8.96,1.59,1.01,22,29,1.06,16.02,0.037,True
RES002232,8.71,2.34,1.93,86,82,1.25,1.3,0.022,True
RES002233,5.5,0.5,0.1,85,92,2.27,16.67,0.054,True
RES002234,8.92,2.62,0.21,71,79,1.93,9.85,0.026,False
RES002235,5.77,0.1,1.7,71,79,2.11,24.82,0.024,False
RES002236,0.13,1.25,0.36,36,40,1.17,16.72,0.001,False
RES002238,1.24,1.35,0.81,38,39,1.31,7.7,0.039,False
RES002239,9.94,0.36,1.77,32,27,2.01,12.92,0.012,False
RES002240,8.74,2.59,0.75,79,82,1.53,7.4,0.005,False
RES002242,3.23,2.65,1.51,21,25,1.64,2.37,0.086,True
RES002245,5.42,2.28,1.41,90,95,2.39,23.35,0.002,False
RES002248,7.86,4.62,1.51,24,31,2.38,11.11,0.03,False
RES002250,7.15,2.96,0.01,82,80,1.84,19.94,0.035,False
RES002251,2.91,4.21,1.32,67,77,2.5,17.89,0.016,True
RES002254,5.36,4.17,0.23,23,31,2.34,7.58,0.089,True
RES002255,1.72,3.51,0.4,41,42,2.35,20.65,0.043,True
RES002256,8.42,1.43,0.54,82,84,1.9,7.64,0.043,False
RES002257,7.72,0.56,1.62,88,92,1.46,21.76,0.043,False
RES002258,7.32,0.43,0.62,85,81,2.42,9.1,0.075,True
RES002259,7.86,2.72,1.67,29,25,2.5,22.32,0.041,False
RES002261,8.08,1.88,1.83,26,33,1.45,15.05,0.082,False
RES002265,1.35,3.13,0.45,52,53,2.03,17.33,0.083,False
RES002267,6.81,0.35,0.82,19,18,1.33,18.52,0.013,False
RES002268,7.93,2.54,0.7,31,34,1.32,1.25,0.069,True
RES002270,0.77,1.41,1.73,63,61,1.27,17.88,0.032,False
RES002271,8.5,4.07,0.88,90,100,1.05,15.62,0.084,True
RES002272,3.0,3.05,0.56,26,36,2.26,24.1,0.027,False
RES002273,8.4,1.1,0.85,31,40,2.36,19.75,0.069,True
RES002274,3.11,3.46,1.27,59,58,2.38,17.03,0.04,True
RES002275,6.81,4.51,1.02,36,36,1.36,0.92,0.044,True
RES002277,2.55,1.09,0.09,36,45,2.24,19.57,0.075,True
RES002279,6.54,0.62,0.29,22,27,1.81,19.26,0.066,False
RES002281,3.28,0.23,1.74,58,63,1.58,15.84,0.054,False
RES002283,8.71,2.91,0.6,16,22,1.7,4.28,0.082,True
RES002284,3.13,4.77,1.21,62,70,1.44,0.56,0.043,False
RES002287,9.27,4.7,1.45,73,81,1.75,1.86,0.055,False
RES002288,9.04,0.03,1.96,33,34,1.01,12.06,0.078,True
RES002291,7.18,2.89,1.29,17,26,1.21,9.34,0.029,False
RES002292,3.29,2.57,1.28,61,71,1.98,7.9,0.098,False
RES002293,8.04,4.51,1.6,23,25,2.19,4.83,0.008,False
RES002294,4.94,3.25,0.71,77,82,1.41,24.19,0.049,True
RES002295,4.51,1.95,1.5,17,13,1.21,22.53,0.004,True
RES002298,4.48,3.04,1.62,68,78,1.28,24.42,0.024,False
RES002300,8.32,3.35,1.0,73,74,1.18,18.13,0.053,True
RES002304,8.26,0.41,0.59,75,76,1.86,21.37,0.065,True
RES002305,3.35,2.14,0.23,90,100,2.18,20.45,0.046,True
RES002306,1.02,0.89,0.99,53,54,1.9,4.94,0.076,False
RES002307,2.31,1.29,0.24,29,31,2.47,17.14,0.031,False
RES002308,8.53,0.37,0.56,58,68,1.59,2.13,0.043,True
RES002312,0.6,1.64,1.81,44,45,1.21,22.27,0.063,False
RES002313,1.52,4.59,0.95,36,46,1.14,5.84,0.076,True
RES002314,1.96,2.41,1.21,51,60,2.16,11.79,0.049,True
RES002315,4.77,0.56,1.49,72,72,2.26,8.14,0.094,True
RES002317,7.85,2.36,1.84,30,36,2.33,15.96,0.063,False
RES002318,4.83,3.21,1.04,35,36,1.47,15.39,0.098,True
RES002319,0.71,0.26,1.48,57,66,2.11,2.17,0.012,True
RES002323,1.93,1.91,1.49,39,34,2.07,20.82,0.068,False
RES002324,1.37,1.94,0.95,79,77,2.19,5.43,0.009,True
RES002325,5.57,1.41,0.18,69,65,1.37,11.66,0.013,False
RES002326,3.14,4.02,1.64,46,50,2.46,1.71,0.049,True
RES002327,9.31,4.42,1.03,49,56,1.3,3.54,0.089,False
RES002329,8.39,0.08,1.76,71,69,1.02,9.29,0.063,True
RES002330,3.99,0.31,0.62,46,53,1.3,10.33,0.018,False
RES002331,3.77,1.36,1.87,39,35,1.75,4.87,0.084,True
RES002334,5.34,1.27,1.48,88,93,1.94,16.13,0.001,True
RES002339,2.48,2.42,1.02,83,78,1.95,1.75,0.016,False
RES002341,8.05,4.58,0.13,83,87,1.05,9.24,0.094,False
RES002342,6.52,3.08,0.34,80,86,1.37,9.59,0.095,True
RES002344,3.96,1.7,1.12,16,17,1.75,11.32,0.078,False
RES002345,8.9,0.38,0.04,78,78,2.01,16.91,0.037,True
RES002346,7.97,1.76,0.78,31,29,1.49,2.26,0.092,True
RES002348,0.34,2.55,1.59,62,59,2.32,1.11,0.073,False
RES002349,8.89,3.24,0.49,43,43,2.28,17.03,0.012,False
RES002353,5.61,4.42,1.75,69,74,1.75,14.55,0.011,False
RES002354,3.54,2.71,0.48,41,49,2.01,2.37,0.013,True
RES002355,8.0,0.31,1.07,27,22,2.08,10.62,0.099,False
RES002357,3.9,3.86,0.33,69,65,1.93,21.95,0.012,False
RES002358,2.56,4.4,1.06,74,82,1.28,8.31,0.033,True
RES002359,3.46,1.43,1.03,15,23,2.42,21.58,0.088,False
RES002360,2.52,2.46,0.17,17,16,2.2,0.31,0.068,False
RES002361,1.9,4.95,1.57,72,71,1.33,9.6,0.026,False
RES002364,8.42,1.81,1.13,65,66,1.95,23.24,0.02,True
RES002365,8.0,3.36,1.58,78,77,2.23,0.14,0.023,True
RES002366,3.07,0.33,1.65,73,75,1.5,0.33,0.043,False
RES002368,0.69,4.6,0.0,75,71,1.53,22.01,0.034,True
RES002369,8.39,2.92,1.13,60,67,1.01,7.35,0.071,True
RES002370,2.86,3.59,0.79,63,65,2.18,8.53,0.018,True
RES002371,4.57,2.02,1.04,26,25,1.86,10.84,0.056,True
RES002373,3.46,1.51,0.76,85,88,1.68,12.05,0.069,False
RES002376,6.42,2.8,0.36,89,88,1.64,0.48,0.03,False
RES002377,5.9,4.79,1.98,89,89,1.85,15.9,0.056,False
RES002378,9.14,1.4,1.49,51,57,2.25,8.29,0.019,True
RES002380,1.23,0.4,1.36,28,36,1.78,3.28,0.095,True
RES002381,7.47,3.33,1.29,19,23,2.12,4.86,0.097,False
RES002382,3.08,4.06,0.2,84,93,2.2,14.53,0.014,True
RES002385,9.09,1.21,1.73,72,78,1.44,0.99,0.086,False
RES002391,6.5,3.4,1.56,53,58,2.07,21.28,0.056,False
RES002392,9.65,2.28,1.36,68,63,1.46,1.79,0.069,True
RES002394,4.11,4.71,0.64,65,66,1.91,22.78,0.075,True
RES002396,8.64,4.36,1.79,16,17,1.52,10.23,0.023,False
RES002398,3.8,3.04,0.87,24,34,2.28,22.66,0.021,True
RES002399,1.61,1.17,1.21,62,58,1.14,18.39,0.022,True
RES002400,2.8,0.42,1.52,67,65,1.75,8.85,0.089,False
RES002402,2.66,0.43,1.36,55,61,1.27,9.08,0.043,False
RES002404,5.51,0.02,0.26,71,78,1.23,10.66,0.016,False
RES002407,1.49,3.99,1.09,27,27,1.49,7.72,0.005,True
RES002408,0.32,3.99,0.99,74,74,1.75,5.7,0.06,True
RES002409,6.51,1.3,0.21,71,76,1.85,23.09,0.094,False
RES002411,1.6,0.33,1.44,89,95,1.62,20.27,0.045,True
RES002412,7.4,4.39,1.15,17,25,1.96,22.53,0.069,False
RES002413,8.59,0.72,0.38,53,59,1.62,0.38,0.015,False
RES002414,0.6,2.41,0.15,76,78,1.35,13.54,0.037,False
RES002416,6.41,3.05,1.48,49,45,1.09,19.82,0.031,False
RES002417,2.14,2.25,0.73,43,50,1.81,14.05,0.098,True
RES002418,8.61,0.71,1.79,49,55,2.08,7.67,0.006,True
RES002419,9.58,1.53,0.3,83,79,1.86,24.88,0.028,False
RES002420,2.53,2.37,1.54,74,83,1.98,0.69,0.005,True
RES002421,7.36,4.87,0.37,46,56,2.0,3.74,0.022,False
RES002423,7.85,1.61,0.39,50,51,2.34,14.45,0.054,False
RES002424,3.42,4.82,0.29,60,70,2.46,23.84,0.026,False
RES002427,4.66,3.37,0.09,71,80,1.57,6.56,0.059,True
RES002428,2.6,3.49,1.87,71,73,1.01,17.06,0.002,False
RES002429,6.54,2.17,1.71,51,52,2.17,7.84,0.017,True
RES002430,4.86,1.11,0.28,86,87,1.88,20.7,0.006,False
RES002431,2.66,2.16,1.12,38,40,2.14,5.62,0.051,False
RES002433,8.07,1.81,1.18,86,86,1.51,22.49,0.013,False
RES002434,0.71,2.51,1.09,35,40,2.29,14.8,0.083,True
RES002436,6.84,4.82,0.1,18,26,1.24,21.89,0.071,False
RES002437,8.83,0.62,1.05,84,83,1.57,18.36,0.057,False
RES002438,8.21,2.82,0.83,90,85,1.1,19.93,0.012,False
RES002439,3.62,4.87,0.96,42,52,2.03,5.91,0.041,False
RES002442,0.36,3.75,1.54,89,94,2.33,24.84,0.009,True
RES002443,0.01,2.98,1.92,59,65,2.16,19.44,0.094,True
RES002445,9.58,0.4,1.54,64,71,1.28,23.34,0.013,False
RES002449,2.29,2.74,0.29,60,63,1.24,4.57,0.024,True
RES002451,7.32,0.65,0.3,62,67,1.62,7.9,0.027,False
RES002454,0.39,1.42,1.36,48,55,1.08,7.64,0.084,False
RES002456,5.81,0.67,1.39,72,80,1.75,16.28,0.033,True
RES002457,6.94,1.73,1.66,83,87,2.33,4.63,0.001,False
RES002459,3.14,0.98,1.17,40,40,2.27,18.25,0.04,True
RES002460,9.07,0.07,0.93,67,77,1.8,23.91,0.004,False
RES002461,9.01,2.14,0.99,72,80,1.1,20.88,0.041,True
RES002462,6.01,3.57,0.95,49,51,1.63,11.62,0.056,True
RES002463,2.84,2.37,1.24,40,43,2.47,16.67,0.002,True
RES002465,2.73,4.48,0.45,55,52,1.29,15.0,0.017,True
RES002466,3.13,1.09,1.79,73,68,1.4,7.2,0.029,False
RES002467,6.12,4.67,0.16,57,53,2.17,19.77,0.053,True
