Restaurant_ID,Average_menu_price,Most_common_cuisine,Average_delivery_time,Popularity_score,Estimated_value_score
RES001811,75.79,Indian,48,71.6,1.6
RES001812,58.98,Italian,,11.2,8.3
RES001813,25.83,American,,21.6,2.4
RES001814,81.66,Italian,67,0.0,2.4
RES001815,69.19,Italian,59,91.3,8.1
RES001816,46.53,Mediterranean,35,84.1,4.9
RES001817,40.4,Pizza,,77.3,8.0
RES001818,18.86,French,,50.6,8.0
RES001819,52.87,Italian,,36.3,3.8
RES001820,41.3,Indian,84,10.4,0.8
RES001821,20.5,Pizza,,93.4,4.4
RES001822,62.06,Pizza,50,60.1,6.7
RES001823,44.0,Chinese,69,8.6,8.7
RES001824,24.79,Mexican,20,5.6,1.0
RES001825,53.88,Burger,55,65.5,9.9
RES001826,21.95,Pizza,94,95.8,9.9
RES001827,21.22,French,78,50.9,4.8
RES001828,20.71,American,56,58.2,4.8
RES001829,22.06,Thai,65,39.1,3.6
RES001830,72.84,Burger,33,46.9,2.6
RES001831,51.75,Italian,58,47.8,9.1
RES001832,22.25,Burger,74,74.7,8.6
RES001833,95.83,Mediterranean,,43.8,8.8
RES001834,20.85,Burger,,96.5,6.6
RES001835,97.9,French,59,43.0,9.8
RES001836,61.35,Mediterranean,76,56.3,0.2
RES001837,47.83,American,,92.7,3.4
RES001838,92.36,Italian,43,92.2,4.9
RES001839,23.44,Chinese,22,35.5,5.6
RES001840,45.57,Italian,71,45.8,0.9
RES001841,72.35,Italian,,28.2,3.3
RES001842,58.77,Italian,43,53.4,6.6
RES001843,23.09,Japanese,86,4.1,8.2
RES001844,52.33,French,,76.7,2.7
RES001845,28.1,Mediterranean,,53.6,7.2
RES001846,74.7,Pizza,55,8.9,7.0
RES001847,86.03,Thai,,9.5,9.8
RES001848,97.58,Burger,37,14.1,7.4
RES001849,92.3,French,46,42.0,5.9
RES001850,105.86,Italian,80,22.3,7.2
RES001851,35.38,Burger,79,7.0,0.2
RES001852,41.82,Mexican,19,86.9,6.2
RES001853,57.11,Thai,,67.1,2.1
RES001854,54.66,Chinese,31,87.4,10.0
RES001855,51.98,Thai,45,10.0,2.0
RES001856,21.16,Brazilian,21,86.8,9.7
RES001857,45.88,French,23,60.1,0.9
RES001858,67.3,Chinese,55,25.0,8.4
RES001859,26.82,Italian,,96.8,4.9
RES001860,78.09,Thai,,29.8,2.9
RES001861,98.71,American,79,99.5,9.1
RES001862,20.67,Italian,,95.6,3.7
RES001863,78.85,Japanese,84,24.8,1.4
RES001864,28.24,Pizza,,60.4,8.4
RES001865,25.43,Italian,80,8.8,2.7
RES001866,68.03,Burger,,41.8,4.3
RES001867,100.62,French,,75.6,4.8
RES001868,23.0,Indian,75,97.4,1.2
RES001869,83.99,Chinese,,56.0,1.2
RES001870,43.64,French,31,94.4,6.5
RES001871,100.65,Italian,29,61.0,2.4
RES001872,46.35,Pizza,77,13.8,8.1
RES001873,74.12,American,62,66.5,7.2
RES001874,53.23,Japanese,49,68.5,0.2
RES001875,19.57,Mexican,91,46.3,6.0
RES001876,53.03,Mexican,42,28.8,6.8
RES001877,45.22,Mediterranean,,19.0,8.3
RES001878,52.19,Italian,,81.6,3.0
RES001879,64.33,Italian,48,62.7,2.1
RES001880,70.36,Burger,,67.3,0.9
RES001881,80.12,Chinese,73,49.0,4.1
RES001882,68.43,Italian,,53.6,0.3
RES001883,86.33,Burger,31,57.2,0.1
RES001884,70.52,Italian,55,66.5,3.7
RES001885,44.12,Mexican,,3.8,2.7
RES001886,51.75,Thai,,89.6,5.2
RES001887,82.03,French,50,98.0,5.7
RES001888,60.38,Pizza,70,93.0,1.3
RES001889,86.3,French,91,19.9,1.6
RES001890,95.41,French,72,23.7,3.3
RES001891,42.26,French,100,22.4,6.0
RES001892,59.33,Brazilian,11,24.4,0.8
RES001893,68.87,American,,99.2,5.6
RES001894,65.16,Japanese,92,37.8,6.2
RES001895,81.44,Mexican,29,7.6,2.4
RES001896,24.27,Chinese,29,78.1,8.7
RES001897,74.22,Pizza,79,16.6,0.4
RES001898,19.16,Japanese,,98.2,7.5
RES001899,23.21,French,,38.5,4.9
RES001900,24.18,Thai,,17.0,5.2
RES001901,82.75,Mediterranean,,93.0,3.3
RES001902,21.37,Japanese,84,84.7,2.3
RES001903,68.51,Brazilian,,79.5,3.9
RES001904,22.45,Burger,65,67.7,8.6
RES001905,67.54,Thai,22,53.0,3.4
RES001906,15.87,Thai,60,17.6,6.6
RES001907,63.22,American,39,89.6,7.0
RES001908,21.5,Japanese,,16.4,1.4
RES001909,27.11,French,57,50.5,9.4
RES001910,76.46,Chinese,,62.7,3.3
RES001911,25.91,Burger,,45.2,9.2
RES001912,91.78,Mediterranean,49,69.8,3.9
RES001913,47.66,Mediterranean,,45.8,2.2
RES001914,39.92,Brazilian,,78.5,7.8
RES001915,99.33,Mediterranean,83,60.8,7.3
RES001916,59.69,Japanese,27,60.4,2.3
RES001917,71.26,Chinese,40,86.6,5.1
RES001918,19.32,Pizza,68,4.7,8.7
RES001919,20.91,Mediterranean,66,39.4,6.9
RES001920,22.55,Brazilian,38,59.9,4.3
RES001921,108.12,Pizza,68,23.8,1.5
RES001922,71.43,Italian,26,58.5,1.5
RES001923,68.77,Italian,19,36.8,5.8
RES001924,34.21,American,30,5.7,3.1
RES001925,19.34,Chinese,74,34.7,9.7
RES001926,77.71,Italian,94,43.4,1.8
RES001927,47.05,Thai,74,58.2,2.0
RES001928,55.75,Mediterranean,25,11.5,0.6
RES001929,31.27,Burger,49,99.1,7.5
RES001930,61.46,Brazilian,,70.6,0.8
RES001931,93.01,Brazilian,,32.4,0.6
RES001932,45.94,Japanese,,45.9,8.3
RES001933,77.74,Mexican,70,45.0,4.8
RES001934,56.02,Indian,61,43.9,4.3
RES001935,18.28,Pizza,45,31.6,4.9
RES001936,43.66,Burger,47,39.5,0.3
RES001937,49.9,Brazilian,,32.2,8.3
RES001938,77.61,American,61,51.3,10.0
RES001939,55.62,Mexican,88,43.9,5.2
RES001940,20.8,Chinese,85,62.2,2.7
RES001941,57.97,Indian,84,93.6,1.9
RES001942,67.42,Mexican,17,27.1,1.5
RES001943,79.52,Indian,72,50.4,7.7
RES001944,47.03,Mexican,,58.2,7.3
RES001945,25.82,Japanese,22,13.6,6.8
RES001946,20.85,Mexican,74,54.9,6.4
RES001947,56.04,Chinese,49,85.5,0.9
RES001948,67.47,Italian,81,37.1,7.0
RES001949,78.58,Pizza,89,86.0,0.6
RES001950,72.7,Chinese,52,65.2,8.0
RES001951,80.77,Thai,29,17.5,4.0
RES001952,23.97,American,,96.1,9.2
RES001953,48.03,Chinese,,2.1,2.3
RES001954,43.47,Brazilian,16,85.3,7.8
RES001955,100.65,French,44,31.1,8.7
RES001956,23.35,Thai,99,20.2,0.8
RES001957,12.79,Mexican,55,82.2,8.0
RES001958,21.78,American,,14.6,6.7
RES001959,95.54,Mediterranean,,38.0,1.6
RES001960,47.92,Mediterranean,83,50.5,8.0
RES001961,72.09,Pizza,65,99.8,5.5
RES001962,28.75,Indian,43,22.0,2.8
RES001963,23.89,Mediterranean,,87.0,0.0
RES001964,49.19,Chinese,,71.6,9.1
RES001965,97.74,Mediterranean,56,50.2,6.2
RES001966,92.5,Thai,,64.7,3.3
RES001967,92.63,Burger,81,56.7,6.4
RES001968,63.58,Mediterranean,,43.5,8.7
RES001969,93.78,Brazilian,30,94.2,3.8
RES001970,47.3,Brazilian,,36.2,5.3
RES001971,88.8,French,,74.0,2.6
RES001972,84.35,Italian,63,53.9,9.2
RES001973,94.23,Indian,35,22.0,0.1
RES001974,44.59,Italian,47,13.0,1.1
RES001975,39.18,Mexican,80,31.1,0.1
RES001976,38.43,Thai,,30.1,6.8
RES001977,24.63,Mediterranean,,58.8,1.8
RES001978,91.84,Chinese,83,93.0,7.8
RES001979,24.02,Thai,34,94.4,6.7
RES001980,20.57,French,36,19.1,3.2
RES001981,84.16,Brazilian,32,51.6,4.8
RES001982,49.07,French,,72.1,5.3
RES001983,90.58,Pizza,,41.6,3.8
RES001984,79.51,French,24,10.2,2.0
RES001985,81.46,Thai,79,28.2,5.2
RES001986,26.15,Chinese,87,14.9,7.7
RES001987,22.45,Pizza,92,97.4,7.9
RES001988,52.28,American,31,88.2,7.6
RES001989,28.89,Mediterranean,60,61.2,0.1
RES001990,39.18,Pizza,,85.0,4.7
RES001991,86.42,Mexican,31,1.3,7.5
RES001992,26.31,Pizza,33,73.7,3.2
RES001993,89.77,Pizza,,54.8,2.9
RES001994,26.98,Brazilian,,99.2,5.7
RES001995,72.26,Thai,,99.0,3.5
RES001996,92.37,Chinese,85,1.2,8.6
RES001997,69.93,Pizza,59,64.9,4.6
RES001998,101.93,Italian,,17.8,6.3
RES001999,29.01,Brazilian,,93.8,0.7
RES002000,26.57,Thai,,75.5,5.1
RES002001,85.17,Brazilian,,37.1,5.7
RES002002,96.23,American,71,80.2,6.6
RES002003,21.66,Italian,21,29.9,5.3
RES002004,50.07,Brazilian,71,61.9,8.6
RES002005,63.22,Pizza,39,53.8,1.2
RES002006,22.2,Thai,,97.8,9.0
RES002007,48.11,Italian,,27.1,6.4
RES002008,39.97,Indian,30,6.5,5.8
RES002009,16.71,Mexican,65,86.6,7.4
RES002010,20.98,Burger,,66.7,9.3
RES002011,39.19,American,84,28.6,3.8
RES002012,50.45,Thai,,55.8,10.0
RES002013,21.45,Indian,55,60.3,3.6
RES002014,90.05,Indian,69,55.8,2.9
RES002015,22.67,Mediterranean,,60.1,8.6
RES002016,82.95,Pizza,51,6.9,6.1
RES002017,67.4,Brazilian,63,80.4,3.3
RES002018,72.89,Pizza,26,12.0,4.5
RES002019,22.59,Thai,83,29.5,9.6
RES002020,21.05,Burger,41,56.7,9.7
RES002021,55.25,Indian,,26.4,3.0
RES002022,17.77,Japanese,42,93.7,8.5
RES002023,20.92,Brazilian,39,88.1,6.0
RES002024,91.14,Brazilian,83,51.2,3.8
RES002025,100.12,Thai,77,50.3,9.3
RES002026,100.26,Mexican,66,55.7,9.3
RES002027,57.68,Indian,60,67.4,8.7
RES002028,22.15,Mexican,,34.2,1.4
RES002029,18.73,Mediterranean,75,42.2,4.2
RES002030,84.57,Chinese,,71.1,6.3
RES002031,46.97,Italian,45,58.8,0.3
RES002032,99.94,Italian,30,10.9,2.1
RES002033,63.58,Mexican,,86.1,6.9
RES002034,27.11,Thai,35,83.9,3.3
RES002035,25.68,Chinese,,68.6,7.2
RES002036,53.26,French,26,14.2,9.1
RES002037,73.58,American,77,44.9,3.5
RES002038,40.87,Mexican,,37.8,5.6
RES002039,47.37,Mexican,,57.5,1.1
RES002040,71.92,French,,64.9,8.9
RES002041,96.18,Indian,,38.4,3.3
RES002042,86.03,American,51,5.7,3.3
RES002043,65.15,Japanese,40,52.6,8.9
RES002044,95.71,French,13,3.6,4.0
RES002045,57.19,Japanese,27,9.0,7.1
RES002046,52.57,American,,56.4,0.5
RES002047,74.6,Mexican,,90.5,6.7
RES002048,85.58,Japanese,,64.1,5.8
RES002049,77.55,Italian,,10.0,8.5
RES002050,43.24,Brazilian,32,98.6,2.3
RES002051,40.49,Mexican,,6.8,6.9
RES002052,73.83,Pizza,59,69.1,9.8
RES002053,80.05,Mediterranean,,29.6,0.5
RES002054,71.72,Pizza,,46.9,9.3
RES002055,25.29,Chinese,43,82.7,2.0
RES002056,88.28,Japanese,54,52.9,4.2
RES002057,119.85,Mexican,25,21.5,9.7
RES002058,53.92,Burger,53,94.4,4.5
RES002059,98.02,Japanese,91,66.2,2.5
RES002060,17.45,Chinese,86,66.8,2.8
RES002061,64.46,Brazilian,74,84.5,1.0
RES002062,76.63,Chinese,36,51.4,6.9
RES002063,79.3,Mediterranean,37,90.6,10.0
RES002064,23.47,Burger,,27.9,8.5
RES002065,60.27,Pizza,71,95.2,1.9
RES002066,37.2,Mexican,56,24.6,5.9
RES002067,44.93,Indian,,8.8,7.4
RES002068,89.57,Mediterranean,46,53.5,9.0
RES002069,61.03,Burger,73,41.0,3.3
RES002070,70.99,French,82,62.6,9.3
RES002071,20.74,Japanese,,34.1,7.2
RES002072,94.76,Mediterranean,94,42.6,4.7
RES002073,40.35,Pizza,62,25.1,0.5
RES002074,73.33,Italian,30,51.0,8.1
RES002075,94.93,Mediterranean,71,86.2,0.6
RES002076,82.89,Burger,60,30.9,9.1
RES002077,23.99,Pizza,71,96.7,4.0
RES002078,115.2,Chinese,63,89.6,4.0
RES002079,66.85,French,48,88.1,2.6
RES002080,23.66,Pizza,30,3.3,6.3
RES002081,82.52,Burger,39,38.5,3.7
RES002082,75.92,Indian,21,33.0,2.5
RES002083,45.32,Burger,64,40.4,3.5
RES002084,56.68,Indian,49,34.7,2.1
RES002085,38.35,Indian,,44.8,2.0
RES002086,85.39,Thai,24,78.8,7.0
RES002087,46.5,Chinese,50,91.2,8.3
RES002088,64.12,Burger,28,85.1,9.0
RES002089,87.83,Burger,47,40.6,1.6
RES002090,78.84,Pizza,74,31.3,2.7
RES002091,23.82,French,26,44.7,9.1
RES002092,45.51,Italian,,22.6,3.3
RES002093,20.33,Burger,36,11.2,0.2
RES002094,76.13,American,,19.8,3.1
RES002095,66.27,Burger,26,61.6,4.9
RES002096,25.41,Burger,,78.0,0.3
RES002097,87.44,Italian,18,82.3,2.0
RES002098,40.9,Brazilian,66,9.2,4.9
RES002099,49.31,French,,15.9,3.5
RES002100,40.26,Chinese,36,14.8,7.7
RES002101,39.45,French,43,52.2,8.3
RES002102,24.29,Japanese,43,85.7,7.3
RES002103,94.86,Thai,83,52.8,4.7
RES002104,22.69,Pizza,,22.0,9.7
RES002105,39.4,American,41,74.7,4.6
RES002106,51.85,Mexican,,93.2,9.0
RES002107,43.9,Mediterranean,32,64.8,9.9
RES002108,68.98,Brazilian,,27.8,3.3
RES002109,78.81,Mediterranean,21,70.9,7.0
RES002110,51.55,Thai,63,50.2,6.5
RES002111,40.49,Burger,,2.0,2.7
RES002112,133.43,Brazilian,53,19.1,8.1
RES002113,25.61,Chinese,88,70.3,0.7
RES002114,66.34,Pizza,63,71.3,2.7
RES002115,100.21,American,82,42.1,8.5
RES002116,61.9,Brazilian,38,54.9,0.8
RES002117,27.91,Japanese,74,51.6,8.7
RES002118,62.8,Japanese,89,58.2,5.7
RES002119,16.93,Indian,91,65.1,1.5
RES002120,49.81,Italian,47,83.4,1.3
RES002121,44.45,French,,62.5,8.6
RES002122,78.4,Burger,,7.4,2.3
RES002123,20.58,Burger,,91.1,9.7
RES002124,74.58,Thai,87,77.5,3.8
RES002125,66.94,Pizza,52,63.6,5.4
RES002126,102.82,Burger,,29.2,9.6
RES002127,111.97,Indian,,97.6,1.2
RES002128,81.56,Mexican,32,51.3,8.1
RES002129,61.84,Burger,19,68.7,3.2
RES002130,36.5,Brazilian,82,18.5,4.7
RES002131,103.74,Mediterranean,,96.7,4.3
RES002132,45.32,Italian,,69.9,6.2
RES002133,20.47,Brazilian,,68.7,2.4
RES002134,20.33,French,,90.5,10.0
RES002135,26.31,French,41,35.6,5.3
RES002136,65.73,Brazilian,,68.3,9.1
RES002137,85.72,Mexican,,16.5,2.5
RES002138,80.59,American,,57.8,3.2
RES002139,18.19,Pizza,,41.3,1.2
RES002140,20.63,Thai,18,37.9,4.8
RES002141,69.0,Japanese,88,36.0,5.8
RES002142,104.6,Chinese,24,80.4,8.4
RES002143,48.96,Japanese,59,50.4,6.2
RES002144,44.35,Mediterranean,27,65.1,1.8
RES002145,52.22,French,56,47.8,0.9
RES002146,65.31,American,88,1.2,8.1
RES002147,51.46,Chinese,,93.9,5.3
RES002148,77.16,Thai,,65.6,7.9
RES002149,66.21,Indian,24,33.4,1.9
RES002150,74.96,American,76,40.6,3.0
RES002151,50.6,Japanese,,37.0,7.0
RES002152,101.04,Chinese,,61.5,5.3
RES002153,29.67,American,,35.4,2.9
RES002154,75.16,Mexican,,54.7,9.6
RES002155,16.11,American,30,73.3,7.1
RES002156,63.21,American,52,66.1,5.0
RES002157,26.77,American,14,92.1,3.9
RES002158,23.51,American,,30.4,7.0
RES002159,62.48,American,72,82.3,1.2
RES002160,82.42,Mexican,,15.9,8.8
RES002161,22.68,Chinese,25,91.4,6.5
RES002162,40.85,Brazilian,28,45.7,6.2
RES002163,83.27,Burger,68,2.4,4.2
RES002164,73.98,French,,62.3,8.3
RES002165,87.12,Burger,,98.1,5.7
RES002166,81.77,Japanese,,11.0,4.4
RES002167,45.94,Mediterranean,49,77.3,4.3
RES002168,26.33,American,63,37.1,2.1
RES002169,77.64,Pizza,85,53.0,1.6
RES002170,53.37,Burger,35,16.7,6.6
RES002171,83.27,Mediterranean,,33.6,9.6
RES002172,22.49,Indian,,14.1,0.2
RES002173,19.86,Chinese,91,17.5,9.0
RES002174,93.11,Mexican,50,84.3,0.7
RES002175,81.3,Chinese,45,85.7,5.0
RES002176,60.9,Chinese,,45.1,2.9
RES002177,24.14,Japanese,80,35.9,1.4
RES002178,36.81,Brazilian,52,5.4,8.7
RES002179,97.35,Chinese,16,66.5,6.1
RES002180,47.96,Brazilian,,64.3,1.2
RES002181,54.29,Brazilian,75,0.7,5.7
RES002182,41.88,Mexican,24,41.9,5.1
RES002183,24.45,Italian,37,24.8,3.9
RES002184,51.16,Mediterranean,31,62.9,8.3
RES002185,76.66,Japanese,52,8.9,4.6
RES002186,83.05,Brazilian,53,17.8,5.3
RES002187,39.12,Thai,98,56.1,2.5
RES002188,22.62,Mediterranean,,79.0,4.9
RES002189,25.47,Mediterranean,,16.6,2.1
RES002190,22.59,Japanese,,67.5,2.6
RES002191,45.24,Mediterranean,33,79.5,4.5
RES002192,39.44,French,60,82.8,8.1
RES002193,94.59,Thai,42,88.7,2.9
RES002194,26.32,Indian,83,67.6,1.4
RES002195,21.93,Italian,54,17.4,5.5
RES002196,36.58,Burger,22,76.6,9.1
RES002197,83.83,Pizza,18,25.3,5.1
RES002198,43.84,French,49,76.3,4.3
RES002199,114.64,American,83,88.4,4.9
RES002200,22.21,Pizza,,22.5,5.7
RES002201,70.52,Mediterranean,,8.1,2.7
RES002202,73.89,Pizza,42,34.3,9.2
RES002203,55.38,Chinese,,10.5,8.8
RES002204,21.02,Indian,,17.4,2.9
RES002205,100.96,Burger,52,1.3,1.3
RES002206,71.04,Thai,31,69.6,1.8
RES002207,23.87,American,,4.1,4.9
RES002208,88.3,Burger,27,39.8,4.1
RES002209,23.95,French,43,80.9,7.5
RES002210,19.51,Indian,30,98.3,9.5
RES002211,24.52,Indian,,5.9,5.1
RES002212,24.17,Chinese,77,21.6,6.7
RES002213,22.53,Indian,,81.5,4.6
RES002214,68.04,American,,27.7,7.6
RES002215,49.76,American,99,48.6,9.8
RES002216,35.75,Italian,64,63.3,5.1
RES002217,46.75,Pizza,,84.2,3.0
RES002218,94.91,Mexican,25,18.3,0.4
RES002219,30.95,Mexican,18,35.6,0.3
RES002220,24.19,French,26,67.3,3.0
RES002221,100.37,Burger,46,30.1,0.3
RES002222,41.2,Mexican,30,45.0,2.1
RES002223,44.44,Mexican,90,62.8,2.9
RES002224,38.04,Brazilian,,73.5,0.4
RES002225,37.61,French,,39.8,6.6
RES002226,103.93,Indian,,73.6,7.8
RES002227,18.29,American,48,7.6,0.8
RES002228,79.45,Burger,,41.4,5.2
RES002229,66.78,Mexican,26,69.2,7.4
RES002230,21.63,Brazilian,29,91.2,9.4
RES002231,93.53,Pizza,,67.6,2.6
RES002232,84.03,Mediterranean,82,10.8,8.2
RES002233,39.65,Thai,92,44.4,0.4
RES002234,50.29,Pizza,79,85.5,2.1
RES002235,19.87,American,79,18.8,4.9
RES002236,73.19,Indian,40,84.5,8.9
RES002237,53.42,French,,67.7,0.1
RES002238,96.13,Indian,39,36.0,6.9
RES002239,98.33,Thai,27,56.3,3.4
RES002240,22.34,Thai,82,77.6,2.4
RES002241,65.58,Mexican,,62.8,3.3
RES002242,42.65,Mexican,25,77.6,9.5
RES002243,65.81,Burger,,2.9,2.4
RES002244,38.5,Indian,,40.5,2.2
RES002245,21.6,Mediterranean,95,51.4,2.6
RES002246,67.82,Japanese,,62.5,7.4
RES002247,23.36,Japanese,,18.1,8.6
RES002248,23.56,Thai,31,83.4,3.2
RES002249,83.34,Mexican,,95.7,9.4
RES002250,77.43,Japanese,80,89.4,7.9
RES002251,82.23,Chinese,77,84.5,5.9
RES002252,42.87,Indian,,28.1,7.2
RES002253,23.44,Japanese,,6.3,0.1
RES002254,87.45,Japanese,31,14.9,7.6
RES002255,60.6,Thai,42,15.2,7.8
RES002256,27.38,French,84,53.3,5.7
RES002257,23.51,Thai,92,47.9,1.6
RES002258,46.5,Brazilian,81,31.3,6.9
RES002259,22.62,American,25,56.7,8.2
RES002260,83.86,Pizza,,14.2,1.5
RES002261,22.29,Chinese,33,72.6,8.4
RES002262,70.67,Brazilian,,5.1,6.1
RES002263,92.03,Mediterranean,,10.1,6.5
RES002264,70.9,Indian,,33.7,7.3
RES002265,22.14,Thai,53,29.8,5.7
RES002266,58.13,Chinese,,31.2,0.1
RES002267,77.11,French,18,96.7,6.7
RES002268,49.49,Mexican,34,27.4,4.1
RES002269,95.09,Burger,,42.9,1.2
RES002270,19.13,Thai,61,30.0,1.9
RES002271,44.3,Japanese,100,84.3,4.7
RES002272,94.92,Thai,36,62.7,9.1
RES002273,67.04,Pizza,40,14.1,6.4
RES002274,65.29,Brazilian,58,98.7,1.0
RES002275,70.63,Thai,36,53.6,6.0
RES002276,64.12,Mexican,,51.5,0.3
RES002277,85.55,Thai,45,88.2,0.5
RES002278,51.78,Indian,,80.4,0.3
RES002279,27.4,Pizza,27,86.6,9.8
RES002280,16.11,Thai,,28.9,2.5
RES002281,64.64,Italian,63,39.8,1.4
RES002282,22.87,French,,62.7,8.2
RES002283,101.71,Burger,22,49.3,7.4
RES002284,21.37,Indian,70,81.0,4.4
RES002285,58.37,Italian,,74.8,6.7
RES002286,45.82,French,,45.4,8.9
RES002287,25.3,Mediterranean,81,81.6,9.9
RES002288,49.81,Mexican,34,92.5,8.6
RES002289,66.19,Mexican,,10.2,8.4
RES002290,46.16,Pizza,,47.2,5.8
RES002291,75.79,Japanese,26,38.9,1.6
RES002292,26.97,Thai,71,92.1,3.0
RES002293,101.27,Indian,25,84.9,5.6
RES002294,84.72,Mediterranean,82,4.7,3.4
RES002295,27.06,Italian,13,61.9,7.0
RES002296,55.23,French,,76.4,6.5
RES002297,62.59,Japanese,,45.4,9.9
RES002298,66.33,Brazilian,78,54.9,1.6
RES002299,64.31,American,,67.1,7.4
RES002300,58.83,Thai,74,90.8,7.9
RES002301,59.66,Brazilian,,48.8,5.2
RES002302,111.14,Thai,,1.6,2.7
RES002303,105.19,Burger,,27.8,2.3
RES002304,22.78,American,76,66.3,3.8
RES002305,43.29,Mediterranean,100,26.3,0.6
RES002306,94.69,Burger,54,43.4,1.4
RES002307,62.9,Japanese,31,58.7,1.8
RES002308,78.55,Thai,68,56.7,0.1
RES002309,23.44,Mediterranean,,67.7,9.4
RES002310,85.31,Mediterranean,,83.0,7.9
RES002311,25.3,Mediterranean,,77.9,3.1
RES002312,86.44,French,45,96.1,0.6
RES002313,63.89,Mediterranean,46,6.7,4.4
RES002314,105.24,Mediterranean,60,87.0,1.3
RES002315,67.03,Thai,72,56.0,6.8
RES002316,28.61,French,,58.2,4.4
RES002317,70.04,Burger,36,1.5,7.1
RES002318,80.39,Thai,36,9.8,8.8
RES002319,53.56,Burger,66,46.9,1.5
RES002320,23.64,Chinese,,13.5,8.2
RES002321,71.92,Chinese,,48.6,9.1
RES002322,90.24,Thai,,33.9,7.3
RES002323,89.52,Mediterranean,34,17.5,8.1
RES002324,50.32,Indian,77,27.7,3.1
RES002325,21.47,French,65,88.8,4.6
RES002326,27.05,American,50,74.5,1.0
RES002327,64.72,American,56,36.4,7.8
RES002328,83.97,Burger,,84.4,1.3
RES002329,67.61,Italian,69,26.4,8.6
RES002330,44.38,Italian,53,75.9,3.6
RES002331,45.61,Chinese,35,25.8,0.9
RES002332,56.16,Mediterranean,,7.7,4.1
RES002333,78.86,Mediterranean,,29.1,5.6
RES002334,47.07,Mediterranean,93,82.0,9.7
RES002335,25.42,Chinese,,14.8,7.9
RES002336,45.94,French,,10.8,0.3
RES002337,50.05,Brazilian,,42.2,2.9
RES002338,71.18,Japanese,,61.7,1.3
RES002339,21.44,Italian,78,81.6,6.1
RES002340,97.22,French,,60.6,7.0
RES002341,79.09,Chinese,87,42.9,5.3
RES002342,22.23,Mexican,86,61.7,3.0
RES002343,49.0,Pizza,,82.7,5.9
RES002344,82.31,Indian,17,76.3,1.4
RES002345,52.86,Italian,78,9.4,4.3
RES002346,26.27,Japanese,29,65.7,0.9
RES002347,22.49,Italian,,22.1,5.0
RES002348,22.52,Mexican,59,93.2,9.3
RES002349,75.34,Italian,43,73.9,5.4
RES002350,80.33,Mexican,,92.9,3.7
RES002351,86.27,Japanese,,74.1,2.2
RES002352,42.29,Chinese,,28.2,6.5
RES002353,92.71,Indian,74,4.0,0.8
RES002354,65.56,American,49,16.3,2.7
RES002355,40.01,American,22,83.6,3.9
RES002356,39.02,American,,15.9,6.3
RES002357,77.53,Thai,65,17.1,3.2
RES002358,70.47,Mediterranean,82,69.4,6.8
RES002359,72.7,Pizza,23,64.1,3.9
RES002360,50.52,Mexican,16,37.3,0.1
RES002361,44.86,Brazilian,71,30.6,2.8
RES002362,114.7,French,,5.4,4.1
RES002363,83.39,American,,54.2,7.3
RES002364,47.06,Indian,66,59.5,8.8
RES002365,28.87,Mexican,77,97.4,0.5
RES002366,98.39,Thai,75,18.3,8.5
RES002367,84.7,American,,8.4,8.1
RES002368,62.44,French,71,45.7,3.1
RES002369,105.07,Japanese,67,3.9,7.0
RES002370,89.66,Indian,65,42.3,8.9
RES002371,21.98,Mediterranean,25,69.1,5.0
RES002372,21.26,Italian,,83.1,2.9
RES002373,23.23,Thai,88,15.6,6.6
RES002374,71.09,Indian,,27.1,0.5
RES002375,40.4,Mexican,,25.4,8.0
RES002376,24.69,Mexican,88,71.6,5.4
RES002377,25.0,Thai,89,77.3,2.5
RES002378,96.77,Mediterranean,57,55.5,9.1
RES002379,39.42,Italian,,82.6,4.1
RES002380,46.31,French,36,24.1,4.8
RES002381,88.84,Indian,23,35.9,2.5
RES002382,21.82,Japanese,93,49.5,8.4
RES002383,66.12,Japanese,,47.4,5.4
RES002384,77.18,American,,82.5,2.4
RES002385,20.62,American,78,39.2,6.1
RES002386,64.91,Japanese,,5.9,9.0
RES002387,34.59,Brazilian,,56.5,1.5
RES002388,36.38,Thai,,49.1,5.5
RES002389,73.49,Chinese,,67.2,3.5
RES002390,94.53,Chinese,,78.5,1.5
RES002391,30.39,Japanese,58,21.6,7.2
RES002392,72.09,Japanese,63,4.0,8.2
RES002393,79.59,French,,33.8,5.5
RES002394,15.0,French,66,35.4,2.7
RES002395,97.38,Pizza,,38.3,9.8
RES002396,68.2,Chinese,17,78.3,2.0
RES002397,60.1,American,,19.1,1.4
RES002398,56.02,Japanese,34,64.3,0.3
RES002399,40.27,Chinese,58,70.7,6.4
RES002400,22.52,Indian,65,65.6,3.0
RES002401,45.7,American,,29.1,3.6
RES002402,65.17,Brazilian,61,15.0,8.4
RES002403,69.36,French,,60.1,1.0
RES002404,61.89,Mediterranean,78,19.6,0.9
RES002405,41.05,American,,97.9,5.2
RES002406,53.36,French,,0.1,7.7
RES002407,22.6,Burger,27,90.0,7.5
RES002408,19.77,French,74,75.8,1.0
RES002409,91.29,Thai,76,1.0,0.0
RES002410,41.84,Thai,,50.8,0.0
RES002411,88.47,Chinese,95,6.3,1.3
RES002412,68.76,Mexican,25,6.9,3.0
RES002413,22.34,Brazilian,59,56.2,5.8
RES002414,42.91,Indian,78,2.9,0.4
RES002415,103.84,Thai,,14.7,9.9
